new_comments,sentiment
threaten someone physically speak debate pretty mess,1
ben say black make black person quiet,0
bbut bbut fair fair kind rude,0
lady trigger testosterone wonder,0
people mad ben sugarcoat tell like want hear call woman act like mistook steroid hormone angry,1
woman grab man back neck say cut go home ambulance bloke thing man crap brave transgender thing try make gay people something send conversion therapy absolute disgust rightly direct people want make gay people straight ie something never direct people applaud man want woman also something never nobody seem get irony,1
moment would seen elbow strike break bloody nose live tv,1
matter many hormone take always man rude call man call woman polite right call sir miss funny get mad call really sorry sir,1
short fuse,1
bro bear schlong male female fact care opinion,0
real lady like mangina,0
remind mrs doubtfire say,0
prove dress like cinderella yet reality one angry ugly man,1
would caught elbow face soon put arm around shapiro show great restraint,0
minute put hand ben stand dumb ass cross line respect beforeit announce threat uncontrollable thang sit next ben take stage moment,1
wants call go call wonder would claim woman identify black male highly doubt hypocrisy,1
guy raw savage truth hurt end guess many people hurt say,1
would probably lose mind dedicated life defeat taliban,0
impressive ben even strong man woman course go strong one belief pawn real game,0
afraid visit america crazy,1
watching tell we world burn right mean go ahead look report around world burning,1
look man try act like woman look mirror deny mirror tell still man,1
guy leave real testosterone,1
like ben stare like fucking dumbass,1
bruh rude hahaha literally threaten dumb fucking reality dude,1
wants call dude even realize say,0
bear male die male feel dream wish want,1
can not believe threaten everyone think acceptable behavior unbelievable society really fuck I ve decide kill i m thirty I m currently,1
man man woman woman period,1
yeah um totally protran literally threaten someone violence misgendere completely insane b illegal ben totally make right decision press charge,1
honestly brave thing person act ben shapiro go stream,0
say do not care adult transgender child say shit like hypocritical,1
next olympics paris imagine transgender win gold medalin event hell break loose beginning,1
bet exmilitary member dod pay transgender surgery,1
hell mainstream wrong many level yes fact care feeling,1
dude frock embarrassing af resort threat violence even minute mark totally undermine,1
god many shapiro dweebs,0
go home ambulance say really require big ball,0
polite pronouns wtf,1
would ve take robert tur challenge go outside,1
look dude madam guy deal,0
knowledge threaten ignorance,1
person assault shapiro hope shapiro sue,1
cut you ll go home ambulance ladylike thing say,1
poor little jewish fella manhandle hulk dress,1
god every time ben shapiro open mouth want deck,0
bet money fact ben know genetics man know woman anything woman,0
love guy lmao fact care feeling,0
come fact rainbow people hide behind feeling,1
fact care feel haha legend,0
transgender man dress woman,1
one thing human nature tell truth get dangerous,1
care feeling,0
threaten violence black guy defend lmao can not even,1
incredibly unladylike sir,0
believe soon world prohibit man train butt gym men big butt offend female,1
seem inappropriate political discussion insult rapidly talk ben inappropriate behavior get inappropriate response can not take dish,1
wrong pronoun get use uproar someone get threaten severe beat response disgusting,1
live world man wear dress wig wow fuck,1
go boy man one say want respect well respect feel,0
ah bruce awful governor,1
support cross dresser back,0
bruce jenner bravehe decide freakthis progressive pc b thatbsand freakish dude blonde wig disgustingi wish would ben sit goon little rantya,0
would want get debate ben cuz truly win every argument bye male want call female strongly disagree male point period that s there s debate,0
somebody tell wtf start conversationis dude turn woman,1
turn sweet lady hulk hogan real fast,0
everybody set minus ben spineless muppet,1
weird video ever wtf go rational guy portray bad person,1
see right react invite know opinion want point,0
like buy ford car stick ferrari badge front may well entitle call car ferrari fact ford go call ford choice someone ram throat,0
bad touch,1
ambulance call pretty masculine lol,0
every chromosome kaitlyn male state kleinfiender syndrome something everyone mean kaitlyn also female chromosome body every one bot x chromosome idea talk,1
eugh coward agree anything agree ben shapiro people,1
bob turner aka zoey sound like ms doubtfire way zoey treat curb ben twitter showben even state type agressive behavior threat like male characteristic female,0
man zoe can not handle truth,1
