author,text,classification
@theseedoflife5102,"I do not care about the lgbt ideology,I do not care what ideologies either party supports,we can all agree that this violent behaviour makes tolerence for the alphabet people impossible,you cannot force us to accept you,heck as a non heterosexual myself you can't force me to join you by choking me,I still won't bend to your will


look at it like this,you've milked the media snd goverment dry of acceptance,any legal accountability for whatever political slander you commit on twitter and every human ""right"" possible,but of course that isn't enough for you,the truth is you aren't stuvk with a bunch of hateful people,we are stuck here with you",1.0
@VSithLordV,Six against One and Ben still won...ðŸ’ªðŸ’¯,0.0
@cruzcruz6757,The man in disguise acting like the stupid man he is,1.0
@hamzakh555,WTF was that thing?,1.0
@KanekiKen-lm1dl,"If someone whoâ€™s not Bruce Wayne comes up to you and says â€œIâ€™m batmanâ€ (and this person actually believes this) do you entertain them like â€œdamn straight you are, hereâ€™s your cape. Now go fight some peopleâ€. Hell no you send that person to a psychiatrist",0.0
@priest.damner,Sucks that she didnâ€™t go through with her threat.,1.0
@joshuahanner6673,Mel Gibson in a dress ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@RaSh-pz7ty,The man in him came out which proves no matter how he dresses or present himself in society he is and will always be a man,1.0
@LOrealHardly,"That man, that man in that purple dress, that man that with all of his toxic masculinaty and aggression that threatened that Jewish fellow who dared to call him a man is a woman! Ok, got it.
Six out of seven of this interview agree that that man is a woman, guess the world is truly screwed. see you in thirty days or never, depending on how screwed the admins of YouTube are.",1.0
@MrHotdog244,Shouldnâ€™t be a trans if u donâ€™t want to be insulted ðŸ¤£,1.0
@alejandrocasamalhuapa4977,"The moment you want to go ""physical"" is when you actually LOST the debate",1.0
@MW_Builds,"The testosterone hits hard. They say, you can put lipstick on a pig, itâ€™s still a pig. Bruce is still Bruce, but Iâ€™ll call him Caitlin if it helps. Still not female. Itâ€™s not ok to cause 8 billion people to have to realign their thoughts so Caitlin feels better. Caitlin can realign to reality, or not.",1.0
@Peter_Stark81,"If a man dressed like a woman tells me that, he dont back to his house never again.",1.0
@ericbritton8146,"As the man (Gen 1:26-28), a husband (Gen 2:21-25) and a father (Gen 3:16), the minister of God (Rom 13), teacher (Eph 4) and one of the survivors who was bullied in school, there is absolutely no such thing as a transgender. The woman was made to be help meet for the man. (Gen 2:18) The word ""gender"" is a verb that is only used in conjunction to cattle. (Lev 19:19) When cattle is allowed to gender with a diverse kind, their offspring are beast. Examples: If a jack, which is a he ass is allowed to gender with a mare, which a female horse, their offspring is a mule. A mule is not cattle. A mule is actually beast. If a jenny, which is a she ass is allowed to gender with a stallion, which is a male horse, their offspring is a hinny. A hinny is not cattle. A hinny is actually beast. Mules and hinnies are both referred to as F1 hybrids, which is the abbreviation for first generation hybrids. Unlike horses and asses, mules and hinnies are generally sterile meaning they are not able to reproduce. Now the asses, the mules and the hinnies can all be ridden, but do not expect any of them to move like a horse. I personally recommend everyone to simply stop listening to Norman Bates. (Deut 22:5) I was telling my wife, I can not teach the word of God, then live contrary to the word of God. That would make me a hypocrite. That is not a good title to have. Eph 5:22-33, 6:1-4",0.0
@zickena100,Toss the tranny out from the show for threathning another person,1.0
@TheClassicCarChannel-yd7jg,Playing make believe isn't bravo !,0.0
@SoIAmDwayne,"""thats mildly inappropriate for a political discussion"" bro knows how to respond back without even getting all fancy!",0.0
@jiggabyte03,"2:07 Ambulances take you to the hospital, not to your home. It's not an uber LMAO",1.0
@TheseEyesSeeDarknessClearly7,What happened to this show? Didnâ€™t use to be somewhat popular?,0.0
@Wtf91821,"To be fair, as a women. Ive never grabed a man by the back of his neck and threatened to put him in an ambulance.",1.0
@samuelalnes8138,THATS QUAGMIREÂ´S DAD!!!!!!!!ðŸ¤¯ðŸ¤¯ðŸ¤¯ðŸ¤¯,0.0
@alyciacooper2,Canâ€™t get rid of the male ego. ðŸ˜®,1.0
@jeffstieren4474,Ben you rockðŸ‘,1.0
@roseharvey878,Couldnâ€™t agree with Ben more! He is so calm yet states facts.,0.0
@paulfarrell7621,Being perverted is the best thing you can do ðŸ˜ž,1.0
@ernestoroach1049,The guy wearing dress is no lady. More like an agressive phsyco.,1.0
@bensilva9464,â€œYou just called me Sirâ€ ðŸ™,0.0
@edgarjacc796,"Ben is such a worm. Clearly never spanked as a kid. There's ways to talk to people that make people wana whoop your ass, and Ben is a master at that, and then tells the teacher.",1.0
@xcalabur18,Am I the only one who was mildly amused by Drew saying â€œhey guysâ€ to try to get them to stop arguing? Lol.,0.0
@piespeafield,I think going to the gas chamber with your family might be a bit more difficult,1.0
@nathanadams7595,You donâ€™t go home in an ambulance,1.0
@Golden-berry,"0:13 It's not brave, it's just weird.",1.0
@CrisDFF30917,Good level of temprance of Shapiro .. I would have gave that monster a knuckle sandwich.,1.0
@watchingover3592,Zoe is a badass woman,1.0
@piyush6516,"When Men get angry they use physical force to express it and when female get angry it takes the shape of Reputation destruction, Innuendo, and gossip. What we saw here was straight Male aggression dressed as female.",1.0
@brianbriscoe2630,I would love for this half man/want-a-be woman do this to me. The results would be completely different than this!,1.0
@darnal-thehillstation320,This nigga my god,1.0
@tonyalambert8456,"Did you hear the ""man"" come out in ""her"" ðŸ˜‚ðŸ˜‚.",1.0
@thespeedofthought8206,*If you don't call me a woman I'm going to smash your face!!*,1.0
@jacksonabbott6455,Is that He-Man or She-ra,1.0
@richardhedd3080,Shapiro is a professional agitator. Nothing more.The internet is full of them.,1.0
@JoMaisBure10,The way Ben just eyes him down through the threat. Didnâ€™t even realise that until now. Good on him,0.0
@seselapaz,Jajajaja EL vato vestido de mujer se quedÃ³ sin argumentos vÃ¡lidos y tuvo que recurrir a la amenaza de agresiÃ³n fÃ­sicaâ€¦ quienes son los intolerantes entonces? Si EL se siente ELLA muy bien por EL pero eso no implica que los demÃ¡s tengan que ser obligados a VERLO de la misma manera.,0.0
@MillyBitchell,That wasnâ€™t very lady like.,1.0
@HOOTH2,Two genders period man and woman. Anything else is a sickness period. God does not make mistake's But man does.,1.0
@gregorywalton3336,I would have told him that the hospital has more than 1 bed.ðŸ¤·,1.0
@gregorywalton3336,If trans women are women then how come thqt I'm 66 and don't know any married trans to regular guys. Like me.  All my friends have women in their bodyðŸ¤”,0.0
@authentic_one6296,@ Ben Shapiro ... Truth has a power that very few can handle!  Keep speaking it!  And totally agree that facts do not care about your feelings.  The likes of this kind have mental issues that need to be addressed (and preferably not on social media).  We ,0.0
@krispmykream1236,Ben Shapiro is the true undefeated champion of the world,0.0
@magallanesdondemetrilambo,The rapture should really start,0.0
@MichaelOakes-s7h,I would put it in a rubbish bin ..he is or thinks he hard..he is a wimp man wearing stockings..shut him up and punch the pretend er dream on never be a womanðŸ˜…ðŸ˜…,1.0
@ArielTionna,Man I just KNOW Americas messed upðŸ˜­because if Iâ€™m the only one that can see that Caitlyn and Zoey looks like a man with a wig and dress on is just delirious ðŸ˜­,1.0
@Dreadlocks720,Zoey has had to many vaccines ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@WildernessDude2024,"Alright females, your still gonna need a prostate exam....",1.0
@rikdownunda,"the moment that bloke Zoey put his hand on you Ben, that's assault.
Moving the hand to the back of the neck, like all predators do, is attempted murder.
the verbal threat means nothing. 
I would have dropped that bloke in a second and in the name of our Lord, I would be justified.",1.0
@OverYou-tr5ok,"You cut that out or you'll go home in an ambulance.  

Since when ?",1.0
@danielrecker320,I think Ben can take him/her/er/whatever it is.,0.0
@killingkiddo,"These people are justifying violence! That's like saying ""Well, if you hadn't told the rapist 'no' maybe he wouldn't hit you?""

You, SIR, were losing your argument and decided to threaten Ben! MAN-TO-MAN no less! He called you SIR and there you go and prove Ben right. You cannot change your biology and you just proved our case!",0.0
@del10krejoicing9,I hope there were charges pressed for this honestly!!! First of all hes touching him,0.0
@elvez1231,"Just because I don't understand their choice doesn't make my position any stronger. I got clean & sober in 1985.  Along the way - I had people call me immoral and/or weak.  In 1985 - I wasn't sure if they were right or wrong.  As we NOW know - addiction is much more complex than we knew in the 1980s.  My guess is - this issue is still in its infancy.  As we learn more along the way - it doesn't hurt me or anyone else to be respectful.  There is no harm in using 'her' or whatever the case is.  If, for no other reason, than to keep things civil enough to have a discussion about it.",0.0
@ainsleybrown2762,â€œChromosomes donâ€™t necessarily mean youâ€™re male or femaleâ€â€¦.. I think the sex education programs in all of our schools have got it wrong then and so have the medical professionals ðŸ˜‚,0.0
@Mad-Dawg1092,Yay Ben Shapiro. Call it like it is. All of these special people are going to find out the hard way on judgment day.,0.0
@rickdeboer219,"This blond dude is perfect for the tv show little Britain. ""I am a lady"" ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
@theeyebro,And Shapiro filed a police report on thisðŸ¤£ what a pussy,1.0
@Chrisknows859,I wouldâ€™ve punched him in the face if he threaten me with the ambulance quote.,1.0
@Xavier_Coogat_the_Mambo_King,Fuck anyone who tells me I can't tell the truth because it hurts their feelings. Thats their problem.,1.0
@ricebread9186,confused people can't take the heat.  hahhaha,1.0
@mickid3705,"Whoa, his testosterone surfaced quickly! You can put lipstick on a dude but heâ€™s still a dude",1.0
@Kindnessgodgood,Ben tell the truth,0.0
@sjdmcg3231,"Seems like how a lot of the transgender ""discussions"" go. They get agressive and upset when presented with simple facts that have existed since the dawn of time as opposed to the made-up version which they adhere to. Dress up in womens clothes and get surgery and pump yourself full of drugs. Seriously. Live your best life. Doesnt change facts and it doesnt mean the rest of us have to go along with  pretending.",1.0
@dashagudym3938,â€œChromosomes donâ€™t mean youâ€™re male or femaleâ€. Havenâ€™t heard anything dumber,1.0
@George.Coleman,"**Man takes dog for walk**
Passerby: ""That's a cute dog""
""How dare you call my dolphin a dog, CALL IT A DOLPHIN RIGHT NOW""
That's basically the same as this",1.0
@elvez1231,Just because I decide being a woman is best for me - doesn't automatically MAKE me a woman. If I am presenting myself as female - then show a little common-decency and respect my decision by referring to me as female.,0.0
@karlocolucci6656,Cure for whole world will be when america dissapear!,1.0
@Richard-sb3qt,"Let's stop this nonsense and consider the health of society and remove the influencers of such placing in them in quarantine as a humane first approach before opting for castration or euthanasia to address their suffering. Then suppress environmental factors that contribute to the disorder, barr      promotion and normalizing such conditions/mutations as acceptable alternative to differentiating sex according  having a natural penis or vaginas.",1.0
@stpejc1977,Running into a burning house to save a life is brave standing on a front in front of an enemy knowing you will die is brave. Being a transgender and coming out is not brave .,0.0
@Skeletone56,How unladylike,1.0
@larsonlolz,Hey I'm no genius and I forget my own words sometimes but I'm pretty sure if you have a transgender reporting on transgender that's biased,0.0
@monthekey7,"I remember i was on my first date and the girl said ""If you dont kiss me now your going home in an ambulance"" Now thats a woman!",0.0
@charlesreeves3426,The time to start cutting throats has long past.,1.0
@jamesscott4613,ðŸ˜Šhome in a ambulance just shows itâ€™s gender is bullshit,1.0
@CletusSpuckIer,Ben Shapiro Woman,1.0
@mariko-sama,Who's this long hair man?,0.0
@JavierMunoz-qk7ip,Idk why he even bothered to be on thatðŸ˜­ bunch of idiots,1.0
@letsdancewithmestudio6767,Ben Shapiro is the best !!!,0.0
@bestsr338snipergamingofcwb7,Caitlyn Jenner was born a man therefore he should be called sir itâ€™s not that hard to understand PEOPLE,1.0
@azulaisafunnylewdgirl,So when is this cult satanistic world ending trans movement ending?,1.0
@003vb,Everyone's afraid of being cancelled.,0.0
@jamesmasterman2785,He should be put in jail.,1.0
@morrisanderson818,"Caitlyn won woman of the year in the USA,after only one year as one,Must have,pissed those women, who have been a woman for,all their lives ðŸ˜‚what a,screwed up country,ðŸ˜…",1.0
@marylee-z5s,Ben hit it right on!,0.0
@brabus3295,She completely emasculated him ðŸ˜‚,0.0
@moaminalgalali1785,That dude truly threatened him !! Wtf a very disgusting man who pretends to be a woman.,1.0
@mansellmatthew9378,That man in the purple dress is rude,1.0
